household,person,age,maritalStatus,income,female,hispanic,race,edu
123821,1,40,Now married,40400,0,0,White,Bachelors
123821,2,39,Now married,200,1,0,White,Bachelors
123821,3,8,,,1,0,White,Less than High School
123822,1,59,Widowed,30000,1,0,White,Less than High School
123967,1,36,Now married,41000,0,0,White,High School
123967,2,34,Now married,11200,1,0,White,Some College
123967,3,13,,,0,0,White,Less than High School
123967,4,12,,,1,0,White,Less than High School
123967,5,10,,,0,0,White,Less than High School
124066,1,37,Never married,42550,0,0,White,Advanced Degree
124211,1,36,Now married,22000,0,0,White,Some College
124211,2,34,Now married,0,1,0,White,Some College
124631,1,53,Separated,47000,0,0,White,Some College
124631,2,40,Separated,33000,1,0,White,Some College
124631,3,14,,,0,0,White,Less than High School
124631,4,11,,,1,0,White,Less than High School
124802,1,32,Divorced,10000,1,0,White,Some College
124802,2,9,,,0,0,White,Less than High School
124802,3,4,,,1,0,White,Less than High School
124804,1,81,Never married,22000,0,0,White,Bachelors
124869,1,74,Widowed,8900,1,0,White,Less than High School
124892,1,84,Now married,143000,0,0,White,Bachelors
124892,2,82,Now married,37000,1,0,White,Bachelors
124993,1,71,Now married,8400,1,0,White,High School
124993,2,70,Now married,14200,0,0,White,Less than High School
125103,1,75,Widowed,19800,1,0,White,Less than High School
125124,1,54,Now married,43000,0,0,White,Some College
125124,2,52,Now married,21000,1,0,White,Bachelors
125124,3,19,Never married,3140,1,0,White,Some College
125124,4,29,Never married,850,1,0,White,Some College
125133,1,29,Separated,10200,1,0,White,Less than High School
125234,1,64,Widowed,12800,1,0,White,High School
125234,2,42,Separated,28500,0,0,White,High School
125364,1,33,Now married,26610,0,0,White,Some College
125364,2,32,Now married,4,1,0,White,Some College
125364,3,10,,,1,0,White,Less than High School
125364,4,7,,,0,0,White,Less than High School
125364,5,4,,,0,0,White,Less than High School
125369,1,33,Now married,28000,0,0,White,High School
125369,2,35,Now married,22200,1,0,White,High School
125369,3,7,,,1,0,White,Less than High School
125520,1,48,Now married,32350,0,0,White,High School
125520,2,44,Now married,29000,1,0,White,High School
125520,3,20,Never married,24100,0,0,White,Some College
125631,1,73,Now married,18600,0,0,White,High School
125631,2,50,Now married,7500,1,0,White,High School
126123,1,49,Now married,0,0,0,White,High School
126123,2,51,Now married,1500,1,0,White,Some College
126123,3,29,Never married,25000,0,0,White,High School
126123,4,27,Never married,10000,0,0,White,Some College
126123,5,19,Never married,8240,0,0,White,Some College
126133,1,76,Widowed,23300,0,0,Other,Some College
126171,1,75,Divorced,28400,0,0,White,Bachelors
126171,2,40,Never married,20000,0,0,White,Some College
126171,3,65,Divorced,5000,1,0,White,Less than High School
126311,1,82,Now married,93900,0,0,White,High School
126311,2,72,Now married,7200,1,0,White,Some College
126417,1,79,Widowed,43300,1,0,White,High School
126783,1,35,Never married,38000,1,0,White,Less than High School
126783,2,12,,,0,0,Black,Less than High School
126783,3,10,,,0,0,Black,Less than High School
126783,4,9,,,1,0,Black,Less than High School
126971,1,45,Now married,50200,0,0,White,Advanced Degree
126971,2,46,Now married,30600,1,0,White,Bachelors
126971,3,14,,,1,0,White,Less than High School
126971,4,14,,,1,0,White,Less than High School
127292,1,41,Now married,35150,0,0,White,Bachelors
127292,2,38,Now married,1900,1,0,White,Some College
127292,3,1,,,0,0,White,
127292,4,59,Separated,0,1,0,White,High School
127352,1,51,Divorced,26000,1,0,White,Advanced Degree
127523,1,47,Divorced,14420,1,0,White,Some College
127535,1,29,Now married,20000,0,0,White,High School
127535,2,23,Now married,20000,1,0,White,Some College
127632,1,41,Divorced,40000,0,0,White,Some College
127632,2,16,Never married,4100,0,0,White,Less than High School
127636,1,67,Now married,14400,0,0,White,Less than High School
127636,2,66,Now married,8700,1,0,White,High School
127645,1,86,Now married,29200,0,0,White,High School
127645,2,76,Now married,0,1,0,White,High School
127655,1,67,Now married,46000,0,0,White,Bachelors
127655,2,66,Now married,0,1,0,White,Some College
127655,3,29,Never married,20980,1,0,White,Some College
127903,1,66,Divorced,36900,0,0,White,High School
127903,2,52,Divorced,11700,1,0,White,Some College
127903,3,30,Never married,2200,0,0,White,High School
128002,1,21,Separated,11200,1,0,White,Less than High School
128002,2,5,,,0,0,White,Less than High School
128002,3,4,,,1,0,White,Less than High School
128002,4,2,,,0,0,White,
128002,5,0,,,0,0,White,
128147,1,48,Now married,347500,0,0,White,Advanced Degree
128147,2,49,Now married,45000,1,0,White,Some College
128147,3,16,Never married,0,0,0,White,Less than High School
128377,1,36,Now married,7200,0,0,Black,High School
128409,1,32,Now married,50000,0,0,White,High School
128409,2,32,Now married,22000,1,0,White,Some College
128409,3,3,,,0,0,White,Less than High School
128409,4,0,,,1,0,White,
128446,1,61,Never married,14000,1,0,White,High School
128446,2,93,Now married,22900,1,0,White,High School
128446,3,93,Now married,9900,0,0,White,Less than High School
128576,1,68,Now married,34000,0,0,White,High School
128576,2,69,Now married,6000,1,0,White,High School
128591,1,27,Never married,25000,1,0,White,Bachelors
128597,1,39,Separated,50000,0,0,White,High School
128597,2,12,,,0,0,White,Less than High School
128597,3,32,Divorced,35000,1,0,White,High School
128597,4,7,,,0,0,White,Less than High School
128597,5,4,,,0,0,White,Less than High School
128612,1,86,Widowed,7100,1,0,White,Less than High School
128663,1,62,Now married,14760,1,0,White,High School
128663,2,66,Now married,177300,0,0,White,Some College
128706,1,68,Now married,14100,0,0,White,Some College
128706,2,77,Now married,7000,1,0,White,High School
128853,1,30,Now married,30000,0,0,White,Some College
128853,2,32,Now married,0,1,0,White,Some College
128853,3,9,,,0,0,White,Less than High School
128853,4,5,,,0,0,White,Less than High School
128853,5,0,,,1,0,White,
128891,1,44,Separated,9290,1,0,White,High School
128891,2,65,Separated,8700,1,0,White,High School
128891,3,22,Never married,1600,1,0,Other,Less than High School
128891,4,15,Never married,970,0,0,White,Less than High School
128891,5,1,,,0,0,Other,
128961,1,27,Never married,45000,0,0,White,Advanced Degree
128967,1,51,Now married,62000,0,0,White,Bachelors
128967,2,51,Now married,37150,1,0,White,Some College
128967,3,19,Never married,3500,0,0,White,Less than High School
128967,4,16,Never married,0,0,0,White,Less than High School
129025,1,38,Now married,47000,0,0,White,Some College
129025,2,37,Now married,33000,1,0,White,Some College
129025,3,11,,,1,0,White,Less than High School
129025,4,1,,,0,0,White,
129036,1,89,Widowed,8300,1,0,White,High School
129143,1,43,Never married,20000,0,0,Black,High School
129143,2,24,Never married,0,0,0,Black,Some College
129145,1,50,Divorced,50000,0,0,White,High School
129145,2,24,Now married,40000,0,0,White,High School
129302,1,27,Now married,7000,0,0,White,High School
129302,2,28,Now married,7800,1,0,Black,Some College
129302,3,5,,,0,0,Other,Less than High School
129302,4,3,,,0,0,Other,Less than High School
129324,1,30,Now married,0,0,0,Asian,Some College
129324,2,29,Now married,9600,1,0,Asian,Bachelors
129324,3,0,,,1,0,Asian,
129387,1,51,Now married,25000,0,0,White,Some College
129387,2,40,Now married,1600,1,0,White,High School
129387,3,19,Never married,1800,0,0,White,High School
129387,4,2,,,0,0,White,
129387,5,2,,,1,0,White,
129623,1,84,Widowed,2504,1,0,White,Less than High School
129689,1,24,Never married,25300,1,0,White,Bachelors
129689,2,29,Never married,25400,1,0,White,Bachelors
129689,3,25,Never married,15100,1,0,White,Bachelors
129702,1,49,Now married,49950,0,0,White,High School
129702,2,44,Now married,40000,1,0,White,High School
129702,3,20,Never married,14500,0,0,White,Some College
129714,1,52,Now married,20800,0,0,White,Bachelors
129714,2,45,Now married,22050,1,0,White,Some College
129714,3,16,Never married,150,1,0,Asian,Less than High School
129903,1,27,Now married,20000,1,0,White,Bachelors
129903,2,27,Now married,0,0,0,Other,Bachelors
130063,1,38,Now married,23400,0,0,White,High School
130063,2,38,Now married,31000,1,0,White,High School
130063,3,16,Never married,0,1,0,White,Less than High School
130063,4,12,,,0,0,White,Less than High School
130154,1,37,Now married,45010,0,0,White,High School
130154,2,31,Now married,11100,1,0,Other,High School
130154,3,9,,,1,0,White,Less than High School
130154,4,6,,,0,0,White,Less than High School
130154,5,3,,,0,0,White,Less than High School
130188,1,50,Now married,19000,0,0,White,Advanced Degree
130188,2,50,Now married,62000,1,0,White,Advanced Degree
130188,3,19,Never married,4400,1,0,White,Some College
130188,4,17,Never married,770,0,0,White,Less than High School
130404,1,26,Now married,20004,0,0,White,Some College
130404,2,25,Now married,130000,1,0,White,Some College
130587,1,67,Widowed,44000,1,0,White,Advanced Degree
130774,1,44,Now married,45000,0,0,White,High School
130774,2,43,Now married,15000,1,0,White,Some College
130774,3,14,,,0,0,White,Less than High School
130774,4,11,,,0,0,White,Less than High School
130774,5,10,,,1,0,White,Less than High School
130859,1,52,Never married,12500,1,0,White,High School
130859,2,15,Never married,0,0,0,White,Less than High School
130871,1,35,Now married,67000,1,0,Asian,Advanced Degree
130871,2,38,Now married,0,0,0,Asian,Advanced Degree
131096,1,38,Never married,21000,0,0,White,Some College
131096,2,37,Divorced,24000,1,0,White,High School
131228,1,68,Now married,23900,0,0,White,Less than High School
131228,2,66,Now married,3600,1,0,White,Less than High School
131410,1,45,Now married,48800,0,0,White,High School
131410,2,44,Now married,47300,1,0,White,Advanced Degree
131410,3,15,Never married,0,0,0,White,Less than High School
131552,1,23,Never married,2500,0,0,White,Some College
131679,1,30,Now married,55800,0,0,White,Less than High School
131679,2,42,Now married,16000,1,0,White,Less than High School
131795,1,65,Now married,15500,0,0,White,Less than High School
131795,2,54,Now married,6100,1,0,White,High School
131904,1,32,Now married,47500,0,0,White,Advanced Degree
131904,2,30,Now married,8500,1,0,White,Bachelors
132184,1,40,Widowed,6900,1,0,Black,Less than High School
132184,2,13,,,0,0,Black,Less than High School
132384,1,27,Never married,3000,1,0,White,Bachelors
132384,2,25,Never married,12500,1,0,White,Bachelors
132384,3,23,Never married,10000,1,0,White,Bachelors
132485,1,55,Now married,55000,0,0,Other,Some College
132485,2,55,Now married,0,1,0,Other,High School
132485,3,16,Never married,0,1,0,Other,Less than High School
132485,4,11,,,1,0,Other,Less than High School
132485,5,8,,,0,0,Other,Less than High School
132485,6,16,Never married,0,1,0,Other,Less than High School
132531,1,47,Now married,20000,0,0,Black,Some College
132531,2,38,Now married,18500,1,0,White,High School
132531,3,19,Never married,5000,0,0,Black,Less than High School
132531,4,18,Never married,2200,0,0,Other,Less than High School
132531,5,16,Never married,0,0,0,Black,Less than High School
132531,6,1,,,0,0,Black,
132531,7,18,Never married,7900,1,0,White,Less than High School
132706,1,75,Now married,18000,1,0,White,Less than High School
132706,2,75,Now married,0,0,0,White,Less than High School
133144,1,29,Never married,28500,0,0,White,Some College
133145,1,64,Now married,100000,0,0,White,Some College
133145,2,54,Now married,18000,1,0,White,Some College
133145,3,27,Never married,26040,0,0,White,High School
133261,1,50,Widowed,33400,1,0,White,High School
133261,2,73,Widowed,9000,1,0,White,Less than High School
133261,3,22,Never married,6000,1,0,White,Some College
133261,4,18,Never married,11000,0,0,White,High School
133614,1,70,Divorced,15600,1,0,White,High School
133740,1,75,Now married,19440,0,0,White,High School
133740,2,67,Now married,4000,1,0,White,High School
133797,1,45,Now married,20000,1,0,Asian,Bachelors
133797,2,44,Now married,14000,0,0,Asian,Bachelors
133797,3,14,,,0,0,Asian,Less than High School
133797,4,11,,,1,0,Asian,Less than High School
134026,1,26,Never married,5400,0,0,White,Less than High School
134026,2,21,Never married,15000,1,0,White,Some College
134043,1,31,Never married,70000,0,0,White,Bachelors
134113,1,79,Widowed,13600,1,0,White,High School
134137,1,73,Now married,13900,0,0,White,High School
134137,2,79,Now married,16100,1,0,White,Some College
134321,1,27,Now married,23000,0,0,White,High School
134321,2,27,Now married,17000,1,0,White,Some College
134321,3,6,,,0,0,White,Less than High School
134326,1,62,Divorced,6000,0,0,White,Some College
134326,2,36,Never married,20000,0,0,White,High School
134440,1,55,Divorced,50800,1,0,White,Advanced Degree
134440,2,20,Never married,7000,0,0,White,High School
134440,3,20,Never married,6900,0,0,White,High School
134512,1,48,Now married,28000,0,0,White,High School
134512,2,51,Now married,7200,1,0,White,Bachelors
134651,1,37,Divorced,47250,0,0,White,Some College
134784,1,49,Divorced,70000,0,0,White,Some College
134950,1,32,Now married,50500,0,0,White,Some College
134950,2,32,Now married,4000,1,0,White,Bachelors
134950,3,9,,,0,0,White,Less than High School
134950,4,7,,,1,0,White,Less than High School
134950,5,5,,,1,0,White,Less than High School
135104,1,42,Now married,128500,0,0,White,Advanced Degree
135104,2,43,Now married,0,1,0,White,Some College
135104,3,12,,,1,0,White,Less than High School
135104,4,8,,,1,0,White,Less than High School
135356,1,43,Now married,110000,0,0,White,Advanced Degree
135356,2,44,Now married,80000,1,0,White,Advanced Degree
135356,3,11,,,0,0,White,Less than High School
135356,4,9,,,0,0,White,Less than High School
135360,1,72,Now married,31000,0,0,White,Less than High School
135360,2,73,Now married,19700,1,0,White,High School
135399,1,21,Never married,11300,0,0,White,Some College
135399,2,21,Never married,11790,0,0,White,Some College
135522,1,42,Now married,45140,1,0,White,Advanced Degree
135522,2,50,Now married,50140,0,0,White,Some College
135522,3,7,,,0,0,White,Less than High School
135621,1,58,Widowed,20000,1,0,White,High School
135665,1,63,Now married,9700,0,0,White,Some College
135665,2,63,Now married,3500,1,0,White,High School
135673,1,27,Now married,26100,0,0,White,Some College
135673,2,24,Now married,20100,1,0,White,Some College
135702,1,54,Now married,43000,0,0,White,Some College
135702,2,51,Now married,2300,1,0,White,High School
135802,1,38,Now married,48000,0,0,White,High School
135802,2,43,Now married,0,1,0,White,Less than High School
135802,3,7,,,1,0,White,Less than High School
135802,4,18,Never married,0,0,0,White,Less than High School
136242,1,35,Now married,46250,0,0,White,High School
136242,2,35,Now married,690,1,0,White,Some College
136242,3,9,,,1,0,White,Less than High School
136242,4,8,,,1,0,White,Less than High School
136242,5,6,,,0,0,White,Less than High School
136242,6,2,,,1,0,White,
136242,7,1,,,1,0,White,
136352,1,57,Divorced,21000,1,0,White,High School
136415,1,58,Divorced,45200,0,0,White,Bachelors
136501,1,38,Now married,38000,0,0,White,High School
136501,2,33,Now married,0,1,0,White,High School
136501,3,8,,,1,0,White,Less than High School
136501,4,6,,,1,0,White,Less than High School
136503,1,45,Now married,30000,1,0,White,Advanced Degree
136503,2,52,Now married,9000,0,0,White,Some College
136503,3,11,,,0,0,White,Less than High School
136503,4,8,,,1,0,White,Less than High School
136507,1,46,Never married,30000,0,0,White,Some College
136507,2,80,Widowed,10000,1,0,White,High School
136531,1,88,Now married,12900,0,0,White,High School
136531,2,75,Now married,5500,1,0,White,High School
136596,1,62,Now married,25400,0,0,White,Less than High School
136596,2,55,Now married,28000,1,0,White,Some College
136638,1,46,Now married,34030,0,0,White,Advanced Degree
136638,2,38,Now married,9600,1,0,White,Some College
136639,1,57,Never married,1300,0,0,White,Some College
136677,1,73,Divorced,22070,0,0,White,High School
137346,1,48,Now married,40050,0,0,White,Some College
137346,2,47,Now married,25100,1,0,White,Bachelors
137346,3,14,,,1,0,White,Less than High School
137395,1,33,Now married,31800,0,0,White,High School
